judul_berita;waktu_berita_detail;label
Video Razia Berujung Kuras Bensin usai Kasus Pertamax Oplosan;01/05/2025;0
Tautan Lowongan Kerja Petugas PTSP Kejaksaan Negeri;30/04/2025;0
Pemerintah Tutup Kasus Ladang Ganja di Bromo karena Tumbuh dari Kotoran Burung;30/04/2025;0
Tautan Lowongan Kerja Tenaga Swakelola Bank Indonesia;30/04/2025;0
Video Sekjen Kemensos Janjikan Tunjangan Kesehatan Rp150 Juta;29/04/2025;0
Promosi Undian Rp3 Miliar di Aplikasi BPD Bali Mobile;29/04/2025;0
Menko Infrastruktur dan Pembangunan Kewilayahan Minta Masyarakat Ikhlaskan Dana yang Dibawa Menteri Agama;29/04/2025;0
Video Perlihatkan Ustaz Abdul Somad Dibaptis;28/04/2025;0
Tautan Lowongan Kementerian Koperasi;28/04/2025;0
AFC Melarang Indonesia Menaturalisasi Warga Negara Belanda;28/04/2025;0
Deterjen Cair Sebagai Pelembab Wajah;27/04/2025;0
Tautan Pendaftaran CPNS Kementerian Pariwisata 2025;27/04/2025;0
Soeharto Bicara soal Ijazah Palsu;27/04/2025;0
Baim Wong Promosi Situs Judi Online;26/04/2025;0
BPS Sebut Warga Yg Belanja Rp20.000 Bukan Tergolong Miskin;26/04/2025;0
Jalan Napal Belah di Kecamatan Bukit Kemuning, Kabupaten Lampung Utara Terputus;26/04/2025;0
Video Prabowo Peringatkan Media Berhati-hati;26/04/2025;0
Akun WhatsApp Mengatasnamakan Wakil Wali Kota Bekasi Abdul Harris Bobihoe;25/04/2025;0
Informasi Lowongan Pekerjaan JNE 2025;25/04/2025;0
Tautan Pendaftaran Undian Spesial dari Bank Sulselbar;25/04/2025;0
Hercules Sebut Tidak Ada yang Bisa Tangkap Jokowi selama Ia Hidup;25/04/2025;0
Penggunaan Soda Bisa Mengatasi Gangguan Ereksi dan Impotensi;24/04/2025;0
Tautan Pendaftaran Grand Prize Mandiri Berhadiah Mobil Mewah;24/04/2025;0
Video Musibah Kapal Tenggelam Pengangkut Mobil;24/04/2025;0
Pemerintah Resmi Naikan Gaji PNS Sebesar 16 Persen;23/04/2025;0
Kejagung Sita Aset Kaesang, Buntut Kasus Tom Lembong;23/04/2025;0
Pelaku dibalik Demo RUU TNI adalah Kader PDIP;23/04/2025;0
Naik KRL Commuter Line Tidak Bisa Pakai e-Money Bank Mandiri;22/04/2025;0
Artikel Media Online Beritakan Jokowi Sebut Ijazahnya Hilang;22/04/2025;0
Pernyataan Menteri Bahlil Meminta Masyarakat Menyumbang karena Kas Negara Kosong;22/04/2025;0
Kemenangan Timnas Korut atas Indonesia di Piala Asia U-17 Dibatalkan;22/04/2025;0
SKCK Sudah Resmi Dihapus;22/04/2025;0
Video Detik-Detik Ikan Hiu Menyerang Kapal Nelayan;21/04/2025;0
Tautan Pendaftaran Online BPJS Kesehatan Gratis;21/04/2025;0
Video Jet Tempur Rusia Tiba di Biak, Papua;21/04/2025;0
Tautan Lowongan Kerja Alfamart;21/04/2025;0
Video Kereta Tua Terbengkalai di Tebing akibat Jembatan Runtuh;20/04/2025;0
Pencairan Dana Bansos Kementerian Keuangan;20/04/2025;0
Tautan New Gebyar Program BCA Tahun 2025;20/04/2025;0
Video Ustaz Adi Hidayat Mempromosikan Obat Nyeri Sendi;19/04/2025;0
Tautan untuk Mengikuti Undian Berhadiah Bank NTT 2025;19/04/2025;0
Poster Razia Pajak STNK di Provinsi NTB pada April 2025;19/04/2025;0
DPR Tolak Permintaan Presiden Prabowo untuk Sahkan RUU Perampasan Aset;18/04/2025;0
Presiden Prabowo Marah atas Keluhan Masyarakat tentang Harga Bahan Pokok;18/04/2025;0
Video Penampakan Asli Belalang Sembah Bunga Teratai;18/04/2025;0
Tautan Bantuan Alat Pertanian 2025 dari Kementerian Pertanian;17/04/2025;0
Tarian Pemanggil THR Merupakan Tarian Tradisi Yahudi;17/04/2025;0
Voucer Gratis Rp500 Ribu dari Alfamart;17/04/2025;0
Razia Zebra Gabungan Dishub dan Polres Seluruh Indonesia;16/04/2025;0
Jokowi Sebut Pertemuan Presiden Prabowo Subianto dan Megawati Langgar Kode Etik Berpolitik;16/04/2025;0
Produk dan Layanan Daihatsu Dialihkan ke Toyota;16/04/2025;0
Produksi Butiran Beras dari Plastik;15/04/2025;0
Prabowo Akan Hapus Jabatan Kepala Desa;15/04/2025;0
Gubernur Jawa Timur Tawarkan Motor Murah Rp500 Ribu untuk Warga Jawa Timur;15/04/2025;0
Penipuan mengatasnamakan Anggota DPRD Kota Bandung Uung Tanuwidjaja;15/04/2025;0
Rumah Ridwan Kamil Digeruduk Warga saat KPK Sita Barang Hasil Korupsi;14/04/2025;0
Menag Sebut Uang Zakat dan Infak Akan Digunakan untuk Masjid di IKN;14/04/2025;0
Video Kapal Tua Menempel di Tebing;14/04/2025;0
Ustaz Adi Hidayat Janjikan Bantuan Rp100 Juta untuk TKI;14/04/2025;0
Seorang Pria Diterkam Harimau di Hutan Baluran;13/04/2025;0
AHY Berterima Kasih kepada Rakyat karena Ikhlaskan Uang Haji;13/04/2025;0
Tautan Pendaftaran “Festival Berhadiah BCA Mobile”;13/04/2025;0
Tautan Kompensasi Pertamax Oplosan Rp300.000 dari Pertamina;12/04/2025;0
BLT untuk Pelaku UMKM Sebesar Rp5 Juta;12/04/2025;0
Masuk PIK 2 Wajib Bawa Paspor;12/04/2025;0
Dilarang Memasang Bendera Merah Putih di Area PIK 2;11/04/2025;0
Tautan Pendaftaran Lowongan Kerja Program BIBIT BSI 2025;11/04/2025;0
Video SPBU di Bekasi Terbakar pada Awal April 2025;11/04/2025;0
Kapal India Terdampar di Perairan Nias Barat;10/04/2025;0
Tautan Pendaftaran Undian Berhadiah Bank Sumut;10/04/2025;0
Ustaz Yusuf Mansur Meninggal Dunia;10/04/2025;0
Pendaftaran Pendamping PKH Pengganti Kemensos Tahun 2025;09/04/2025;0
Video Penyiksaan WNI di Kamboja;09/04/2025;0
Lumpur Lapindo Berhenti Menyembur;09/04/2025;0
Dharma Pongrekun Bagi-Bagi Uang Rp25 Juta;08/04/2025;0
Detik-Detik Erupsi Gunung Gede 2 April 2025;08/04/2025;0
Abu Janda Jadi Komisaris Jasa Marga;08/04/2025;0
Foto-Foto Gua Misterius dan Benua Lain di Antartika;08/04/2025;0
Demo di Turki Buntut dari Ditahannya Wali Kota Istanbul;07/04/2025;0
Link Pendaftaran BCA Mobile Festival Berhadiah;07/04/2025;0
Maarten Paes Dicoret dari Timnas Indonesia;07/04/2025;0
Iklan Penurun Berat Badan Mencatut Ilmuwan di Facebook;07/04/2025;0
Undian Berhadiah Mengatasnamakan Bank Lampung;06/04/2025;0
Narasi Respon Imun dari Vaksin Sebabkan Keracunan;06/04/2025;0
Video Pemimpin Korea Utara Kim Jong-Un Masuk Islam;06/04/2025;0
Presiden Prabowo akan Hanguskan TNI jika Membuat Rakyat Susah usai Revisi UU TNI Sah;06/04/2025;0
Video Testimoni Penyembuhan Diabetes dengan Soda;05/04/2025;0
Presiden Prabowo Teken SK Pemecatan 55 Pejabat Kepala Daerah;05/04/2025;0
Patung Penyu Senilai Rp16,5 Miliar di Sukabumi Berbahan Kardus;05/04/2025;0
Akun TikTok beserta Tautan Pemutihan Pajak;04/04/2025;0
Restoran di Nigeria Menyajikan Daging Manusia;04/04/2025;0
Kendaraan dengan STNK Terlambat Pajak 2 Tahun akan Langsung Disita;04/04/2025;0
Tautan Lowongan Pekerjaan BUMN Perum DAMRI;03/04/2025;0
Bantuan Dana dari BPJS Kesehatan pada Maret 2025;03/04/2025;0
 Video Gempa di Kawasan Pantai Myanmar;03/04/2025;0
 Ajakan Agar Masyarakat Tarik Uang Tabungan di Bank sebelum Terlambat;03/04/2025;0
Tautan Pendaftaran Tunjangan Hari Raya dan Sembako Jelang Hari Raya;02/04/2025;0
Pendaftaran Lowongan Kerja Indomaret Lewat WhatsApp;02/04/2025;0
Tautan Lowongan Kerja McDonald’s Indonesia;02/04/2025;0
Tautan dan Nomor WhatsApp Pengaduan Penipuan Online;01/04/2025;0
Budi Arie Kembalikan Dana Haji yang Dipakai Pemerintah dalam Bentuk THR;01/04/2025;0
Penyerangan Mahasiswa ke Polres Bogor;01/04/2025;0
Tautan Loker Pegawai Pemerintah Non Pegawai Negeri (PPNPN);01/04/2025;0
Video Pencurian Organ Tubuh Bermodus Pembiusan di Toilet Mal pada Maret 2025;01/04/2025;0
Video Gempa di Nepal pada Maret 2025;31/03/2025;0
Shin Tae-yong Kembali Pimpin Latihan Timnas Indonesia;31/03/2025;0
Artikel CNBC Sebut Wamenaker Minta Masyarakat Sumbangan karena Kas Kosong;31/03/2025;0
Akun WhatsApp Mengatasnamakan Kepala Dinas Lingkungan Hidup Provinsi Jawa Barat;30/03/2025;0
Video Veronica Koman Puji Kinerja Pemerintah Indonesia di Papua;30/03/2025;0
Tautan untuk Cairkan THR dari Kemnaker dan Kemenkeu;30/03/2025;0
Tautan Pendaftaran Mudik Gratis Tahun 2025 dari BRI;29/03/2025;0
Tautan Pendaftaran Kupon Pembagian Hadiah BRImo FSTVL Ramadan;29/03/2025;0
Akun WhatsApp Mengatasnamakan Kepala Satpol PP Provinsi Jawa Barat;29/03/2025;0
Tautan Undian Bank Jatim untuk Pengguna Jconnect Mobile;28/03/2025;0
Tautan Lowongan Kerja di PT Ajinomoto Indonesia;28/03/2025;0
Tautan Rekrutmen Pegawai Kementerian Kesehatan;28/03/2025;0
RUU Perampasan Aset Disahkan Maret 2025;28/03/2025;0
Tautan Voucher BBM dari Pertamina dalam Rangka Mudik 2025;28/03/2025;0
Pembongkaran Patung Naga di Aceh;27/03/2025;0
Tautan Pendaftaran Bansos PKH, BPNT, dan BLT Miskin Ekstrem;27/03/2025;0
Korupsi Dana Zakat Rp11,7 Triliun di BAZNAS;27/03/2025;0
Tautan Pendaftaran untuk Dapat THR dan Sembako Lebaran dengan Akun Telegram;27/03/2025;0
Presiden Prabowo akan Menyusun RUU untuk Penjarakan Pejabat yang Hina Rakyat;27/03/2025;0
Akun WhatsApp Mengatasnamakan Kepala Dinas PUPR Kabupaten Ciamis;26/03/2025;0
Hotman Paris Promosi Laman Judi Miliknya;26/03/2025;0
Tautan Pendaftaran Gebyar Undian Bank Mandiri;26/03/2025;0
Jusuf Hamka Adakan Kuis Susun Kata Berhadiah Rp50 Juta;26/03/2025;0
Pasangan Berfoto di Ladang Ganja Gunung Bromo;26/03/2025;0
Video Kericuhan di DPR saat Bahas RUU Perampasan Aset;26/03/2025;0
Tautan Bantuan Internet Gratis Mengatasnamakan Kemkomdigi;25/03/2025;0
Meredakan Asam Lambung Bisa Menggunakan Garam Himalaya;25/03/2025;0
Wakil Presiden Gibran Sebut Pemerintah Tidak Berdosa Gunakan Dana Haji karena Tidak Sengaja;25/03/2025;0
Puan Maharani Ditangkap KPK pada Maret 2025;25/03/2025;0
Video Raffi Ahmad Beri Bantuan Dana untuk Pekerja Migran;25/03/2025;0
Haris Azhar Ajak Masyarakat Blokir Bocor Alus Tempo;25/03/2025;0
Presiden Prabowo Menghentikan Pengangkatan PPPK;24/03/2025;0
Anggota DPR Terima Amplop Sogokan saat Rapat Kerja Bersama Pertamina;24/03/2025;0
Artikel Presiden Prabowo akan Lanjutkan IKN Memakai Dana Haji Rp300 Triliun;24/03/2025;0
Mantan Ketua AJI Indonesia Ajak Boikot Bocor Alus Tempo;23/03/2025;0
Tautan Lowongan Kerja Mengatasnamakan Amman Mineral Internasional;23/03/2025;0
Tautan Pendaftaran Program BSPS Tahun 2025 dari Kementerian PUPR;23/03/2025;0
Video Penangkapan Ridwan Kamil;22/03/2025;0
WNA Asal Tiongkok Dianiaya di Lampung;22/03/2025;0
Pekerja Cina di Morowali Habis Dibakar Massa pada 3 Maret 2025;22/03/2025;0
Penyaluran Bansos dengan Tautan dan Nomor Telegram;21/03/2025;0
Akun WhatsApp Mengatasnamakan Rektor UMJ;21/03/2025;0
Tautan untuk Laporkan Penipuan Daring;21/03/2025;0
Video Penampakan Uang Rp1,2 Triliun Hasil Korupsi PLN;21/03/2025;0
Video Jembatan Citra Raya Cikupa, Kabupaten Tangerang Ambruk;21/03/2025;0
Akun WhatsApp Mengatasnamakan Kepala BKPSDM Kota Bogor;20/03/2025;0
Foto Tiga Perempuan Jadi Pelaku Pemerkosaan Laki-laki;20/03/2025;0
Zat dalam Pembalut Wanita Bisa Memicu Gangguan Hormon dan Kanker;20/03/2025;0
Pemerintah Kota Solo Adakan Program Tambal Ban Online Gratis;20/03/2025;0
Ombak Tsunami 11 Januari 2025;20/03/2025;0
PLN Bagikan Token Listrik Gratis Selama Bulan Ramadan;19/03/2025;0
Video Sri Mulyani Mundur sebagai Menteri Keuangan Kabinet Merah Putih;19/03/2025;0
Akun WhatsApp Mengatasnamakan Wakil Bupati Bandung Ali Syakieb;19/03/2025;0
Tautan Lowongan Kerja Dinas Perhubungan;19/03/2025;0
Aturan Tilang Terbaru Kendaraan Langsung Disita Mulai April 2025;18/03/2025;0
TNI Jemput Pekerja Migran Indonesia dari Malaysia untuk Antisipasi Serangan;18/03/2025;0
Akun WhatsApp Mengatasnamakan Lurah Wanasari, Kecamatan Cibitung;18/03/2025;0
Pria Dipenjara karena Menabrak Bebek;18/03/2025;0
Video Pembongkaran Masjid Terafiliasi Gerakan Terorisme;17/03/2025;0
Akun WhatsApp Mengatasnamakan Anggota DPRD Kota Bandung Ahmad Rahmat Purnama;17/03/2025;0
Tautan Pendaftaran Lowongan Kerja PT Total Bangun Persada;17/03/2025;0
Video Nasabah BRI Kabupaten Cianjur Antri Pindah Tabungan akibat Uang Raib pada 2025;17/03/2025;0
Video Bangunan di IKN Tergenang Banjir;16/03/2025;0
Akun WhatsApp Mengatasnamakan Bupati Pidie Jaya H. Sibral Malasyi;16/03/2025;0
Video Mahasiswi Ditangkap karena Hina Prabowo;16/03/2025;0
Wakil Presiden BEM Unair Marah karena Presiden Mahasiswanya Ditangkap Polisi;15/03/2025;0
BBM Gratis dalam Rangka Tunjangan Hari Raya dari Pertamina;15/03/2025;0
Rumah Presiden BEM Universitas Airlangga Digeruduk Warga;15/03/2025;0
Jembatan di Kawasan Puncak, Kabupaten Bogor Jebol akibat Banjir;14/03/2025;0
Warga Bongkar Warung Makan yang Buka Siang Hari Saat Ramadan;14/03/2025;0
Video Pengesahan Peraturan Pemerintah Pengganti Undang-undang (Perppu) Hukuman Mati bagi Koruptor;14/03/2025;0
Presiden Prabowo Bubarkan DPR jika RUU Perampasan Aset Tidak Disahkan;14/03/2025;0
Banjir Bandang Terjang Pelabuhan Ratu pada 9 Maret 2025;14/03/2025;0
Tautan Undian Berhadiah BRI di Bulan Ramadan;13/03/2025;0
Akun WhatsApp Mengatasnamakan Wali Kota Jakarta Utara Ali Maulana Hakim;13/03/2025;0
TikTok tidak mau Berinvestasi di Indonesia karena adanya Preman Berkedok Ormas;13/03/2025;0
Kejagung Umumkan Koruptor Pertamina akan Dihukum Mati;13/03/2025;0
Tautan Pencairan THR dari Pemerintah Senilai Rp2,75 Juta;13/03/2025;0
Akun TikTok Lowongan Pekerjaan MR DIY;13/03/2025;0
Video Banjir Setinggi 4 Meter Menenggelamkan Kawasan Elit di Kota Bekasi;12/03/2025;0
Video Dirut PT Pertamina Patra Niaga Promosikan Situs Judi;12/03/2025;0
Akun Facebook Mengatasnamakan Bupati Kutai Barat;12/03/2025;0
Video Guru Jelaskan Gravitasi adalah Hoaks;12/03/2025;0
Akun WhatsApp Mengatasnamakan Disdukcapil Provinsi DKI Jakarta;11/03/2025;0
Tautan untuk Daftar Mudik Gratis Tahun 2025 Mengatasnamakan Bank Mandiri;11/03/2025;0
Dosen Unair Jalani Sidang Pidana karena Minta Mahasiswa Demo;11/03/2025;0
Video Anies Baswedan Diusir Warga karena Gunakan Masjid untuk Berpolitik;11/03/2025;0
Tesla Pamerkan Robot Optimus Pengganti Buruh Pabrik;11/03/2025;0
Mahasiswa di Aksi Indonesia Gelap Tidak Bisa Tunjukkan Kartu Identitas;11/03/2025;0
Tautan Pendaftaran Voucher Listrik Rp250 Ribu dari PT PLN (Persero);11/03/2025;0
Gus Dur Ramalkan Presiden Prabowo akan Dilengserkan Tak Lama setelah Jadi Presiden;10/03/2025;0
Bantuan Sosial dari Pemerintah Sebesar Rp1,5 Juta pada Ramadan 2025;10/03/2025;0
Tautan Pendaftaran Festival Berhadiah dari Bank Mandiri;10/03/2025;0
Video Direktur BPJS Kesehatan Ajak Pindah Kepesertaan JKN;10/03/2025;0
Penghina Presiden Prabowo Subianto Tertangkap;10/03/2025;0
Akun WhatsApp Mengatasnamakan Wakil Gubernur DKI Jakarta Rano Karno;09/03/2025;0
Tautan Lowongan Kerja di Kantor Presiden Prabowo;09/03/2025;0
Tautan Pendaftaran Mudik Gratis 2025;09/03/2025;0
Tautan Kompensasi Pertamina untuk Korban Pertamax Oplosan;08/03/2025;0
Tautan Pendaftaran CPNS Badan Gizi Nasional Periode 2025;08/03/2025;0
PT Aneka Tambang Tbk Menyebarkan Emas Palsu Sebanyak 109 Ton;08/03/2025;0
Program Saldo E-Toll Gratis Sebesar Rp500.000;07/03/2025;0
Diskon Tarif Listrik 50 Persen Diperpanjang hingga April 2025;07/03/2025;0
Promosi Berhadiah Uang Rp1 Miliar Tahun 2025 Mengatasnamakan Bank Syariah Indonesia;07/03/2025;0
Video Uji Coba Air Minum Dalam Kemasan dengan Merk Le Minerale yang Mengandung Besi;06/03/2025;0
Presiden Prabowo Terapkan Larangan Anak di Bawah 16 Tahun Memakai HP;06/03/2025;0
Poster Kaesang Pimpin Holding Operasional Danantara;06/03/2025;0
Video Presiden BEM FISIP Unair Ditangkap karena Hina Presiden Prabowo;06/03/2025;0
Pendaftaran Dana Hibah dari Arab Saudi pada 2025;06/03/2025;0
 Undian Berhadiah BRK Syariah 2025;05/03/2025;0
 Video Prabowo Menawarkan Bantuan Lewat Nomor WhatsApp;05/03/2025;0
 Lowongan Kerja PT Sinar Sosro Tahun 2025;05/03/2025;0
Video Mahasiswa Ditangkap Karena Membakar Foto Prabowo-Gibran;05/03/2025;0
PLN Membagikan Token Listrik Gratis Senilai Rp250.000;04/03/2025;0
Video Guru di Kabupaten Grobogan Lakukan Pelecehan Seksual terhadap Murid;04/03/2025;0
Akun WhatsApp Mengatasnamakan Setda Kabupaten Bekasi;04/03/2025;0
Video Temuan Uang Dikaitkan Kasus Korupsi Pertamina;03/03/2025;0
Video Aksi di Kota Makassar Tuntut Jokowi Diadili;03/03/2025;0
Rekrutmen Calon Asesor PPG dan Jabatan Akademik Dosen LLDikti;03/03/2025;0
Bupati Brebes Dipecat PDIP karena Ikut Retret Kepala Daerah;02/03/2025;0
Megawati dan Hary Tanoesoedibjo Datangi KPK setelah Hasto Ditahan;02/03/2025;0
Pemerintah Keluarkan Uang Pecahan Rp25.000 Bergambar Gus Dur;02/03/2025;0
Rekrutmen CPNS IKN Tahun 2025;01/03/2025;0
Presiden Prabowo Minta Kepala Daerah yang Tidak Ikut Retret untuk Mundur;01/03/2025;0
Video Kebakaran Kilang Minyak di Kabupaten Cilacap;01/03/2025;0
Aksi #IndonesiaGelap yang Dilakukan oleh Mahasiswa Dibiayai USAID;01/03/2025;0
Vaksin Terkontaminasi DNA dan Merkuri;28/02/2025;0
Penutupan Akses Jalan Umum Kawasan Wisata Pantai Bo'a Pulau Rote;28/02/2025;0
Sidang Senat AS yang Dihadiri Donald Trump Dibuka dengan Lantunan Ayat Al Quran;28/02/2025;0
Fenomena Hujan Jeli di Gorontalo;28/02/2025;0
Pemilik Sertifikat Laut Atas Nama Anies Baswedan dan Said Didu;28/02/2025;0
Akun WhatsApp Mengatasnamakan Kepala Biro Pengadaan Barang dan Jasa Setda Provinsi Kalimantan Tengah;28/02/2025;0
Video Batik Air Tergelincir di Kota Yogyakarta pada Februari 2025;27/02/2025;0
Video Ustaz Solmed Janjikan Hadiah Rp50 Juta;27/02/2025;0
Akun WhatsApp Mengatasnamakan Kepala Dinas Lingkungan Hidup Kabupaten Sukabumi;27/02/2025;0
Tidak Ada Media Nasional yang Meliput Aksi Indonesia Gelap;27/02/2025;0
Tautan Bansos dari CEO Telegram Untuk Pengguna Aplikasi Telegram;27/02/2025;0
Surat Pemberian Izin Usaha kepada FxPro Mengatasnamakan OJK;27/02/2025;0
Logo Kemenkes Melambangkan Penganut Asclepius;26/02/2025;0
Mantan Menkes Siti Fadilah Promosikan Pengobatan Diabetes dengan Metode Fenugreek Temuan Tony Setiobudi;26/02/2025;0
Cara Daftar Bansos BPUM Rp2,4 Juta Tahun 2025 untuk Pelaku UMKM;26/02/2025;0
Akun TikTok Tawarkan Pinjaman dari BCA;26/02/2025;0
Poster Rekrutmen Asesor Sekolah dan Madrasah 2025;26/02/2025;0
Tautan Lowongan Kerja Mengatasnamakan LPPOM MUI;26/02/2025;0
Tautan Daftar Gebyar Undian Tabungan Simpeda Bank BPD DIY pada Februari 2025;25/02/2025;0
Mie Gacoan Disegel karena Mengandung Minyak Babi;25/02/2025;0
Siswa SD di Kabupaten Boven Digoel Meninggal karena Makan Bergizi Gratis;25/02/2025;0
Tautan Rekrutmen Mengatasnamakan PT Paragon Technology and Innovation;25/02/2025;0
Tautan Pendaftaran Beasiswa Unggulan Bank Indonesia;24/02/2025;0
Tautan Pendaftaran Bantuan Bor Sumur dari Kementerian ESDM;24/02/2025;0
Pendaftaran Penghapusan Tunggakan BPJS Kesehatan dan Iuran Gratis;24/02/2025;0
Tautan untuk Daftar Haji Gratis dan Dapat Uang Saku Rp20 Juta;24/02/2025;0
Akun Instagram Mengatasnamakan Akurat.co;23/02/2025;0
Pembagian Uang ke Mahasiswa Demonstran Indonesia Gelap;23/02/2025;0
Polri Resmikan SIM dan STNK Berlaku Seumur Hidup;23/02/2025;0
Poster Lowongan Kerja di Puskesmas Wiyung, Kota Surabaya;23/02/2025;0
Aliansi Rakyat Solo Melakukan Aksi di Depan Rumah Jokowi Februari 2025;22/02/2025;0
Undian Berhadiah Mengatasnamakan Bank Nagari Periode Februari 2025;22/02/2025;0
Presiden Prabowo Resmikan Pinjaman Online BCA;22/02/2025;0
Pertamina Gratiskan BBM pada Tanggal 29 dan 30 Februari 2025;22/02/2025;0
Presiden Prabowo Minta Maaf atas Kelangkaan Elpiji 3 Kg;22/02/2025;0
Surat Permohonan Bantuan Penanganan Banjir di Kota Kendari;21/02/2025;0
Lowongan Kerja PT Sentosa Laju Sejahtera;21/02/2025;0
Kumparan Tulis Prabowo Minta Semua TV Putar Musik Keroncong Jam 6 Pagi;21/02/2025;0
Video Pandji Pragiwaksono Promosi Situs Judi Online;21/02/2025;0
Presiden Prabowo Sahkan Hukuman Mati untuk Kepala Daerah Koruptor;20/02/2025;0
Akun WhatsApp Mengatasnamakan Pejabat Kejari Kabupaten Tanggamus Eko Nurlianto;20/02/2025;0
Tutup Segel Aqua Rusak karena Disuntik Formalin;20/02/2025;0
Video Ronaldo Turun dari Pesawat dan Tiba di Kota Kupang;20/02/2025;0
Kemensos Kerja Sama dengan Telegram untuk Salurkan Bansos;19/02/2025;0
Tautan Undian Berhadiah Mengatasnamakan BCA;19/02/2025;0
Sertifikat Elektronik Merupakan Rencana Mafia Tanah Ambil Tanah Masyarakat;19/02/2025;0
Akun WhatsApp Mengatasnamakan Anggota Dewan Komisioner OJK Hasan Fawzi;19/02/2025;0
Akun WhatsApp Mengatasnamakan Camat Jonggol Kabupaten Bogor;19/02/2025;0
Memutihkan Wajah Menggunakan Pasta Gigi;19/02/2025;0
Presiden Prabowo Pangkas Gaji Anggota DPR Sebesar 90%;18/02/2025;0
Surat Rapat Collateral Mengatasnamakan Bank Indonesia;18/02/2025;0
Pembaca Pancasila HUT Gerindra ke-17 Tidak Membaca Sila Ke-Empat;18/02/2025;0
Tautan Lowongan Kerja mengatasnamakan Siloam Hospital Group;18/02/2025;0
Pendaftaran Pengawas Bawaslu Mencatut Rahmat Bagja;17/02/2025;0
Pesan WhatsApp Pengumuman Persetujuan Perubahan Skema Tarif Transaksi Antar Bank Mengatasnamakan BRI;17/02/2025;0
Akun Whatsapp Mengatasnamakan Camat Baros, Kota Sukabumi;17/02/2025;0
Bercak Darah di Tisu Toilet Umum Dapat Menularkan HIV dari Pengguna Narkoba;17/02/2025;0
Akun Facebook Mengatasnamakan Pj Bupati Kabupaten Lamandau Said Salim;16/02/2025;0
Pendaftaran Listrik Gratis bagi Masyarakat Tak Mampu;16/02/2025;0
Timun Bisa Atasi Sakit Tumit saat Bangun Tidur;15/02/2025;0
Poster Waspada Penculikan Anak dari Polda Sumbar;15/02/2025;0
Erick Thohir Naturalisasi Bintang Muda Real Madrid Arda Güler;15/02/2025;0
Ikan Mas Berbahaya jika Dikonsumsi;15/02/2025;0
Cina Mudah Mengganti Nama Jalan di Indonesia;15/02/2025;0
Tautan Pendaftaran Penerima Elpiji Subsidi 3 Kg;14/02/2025;0
Tautan Pendaftaran Kartu Peserta JKN Gratis;14/02/2025;0
Tautan Pendaftaran PPG Prajabatan 2025;14/02/2025;0
Ikan Tongkol Berbahaya jika Dikonsumsi;14/02/2025;0
Akun WhatsApp Mengatasnamakan Staf Protokol Setda Pemerintah Kabupaten Tuban;14/02/2025;0
Surat Pernyataan Kemkomdigi Terhadap Aplikasi DAZZ Live;13/02/2025;0
Makan Ikan Lele Berbahaya;13/02/2025;0
Lowongan Kerja di PT Pertamina Training and Consulting;13/02/2025;0
Akun WhatsApp Mengatasnamakan Bupati Sukabumi Marwan Hamami;13/02/2025;0
Ikan Pari Berbahaya jika Dikonsumsi;13/02/2025;0
Penculik Anak Ditangkap di Desa Sukaraja, Sumatera Selatan;13/02/2025;0
Tautan Pendaftaran Bantuan Ibu Bersalin;12/02/2025;0
